shipment_id,order_id,courier_partner,delivery_mode,shipment_date,estimated_delivery_date,actual_delivery_date,delivery_status,tracking_number,shipping_cost,shipping_distance_km,warehouse_location,delivery_city,delivery_attempts,delivery_rating,on_time_delivery,delay_reason
10609,10609,DTDC,Standard,06-07-2024 04:00,12-07-2024,12-07-2024,Delivered,TRK7YPEECQCF7GR,104.83,1987,Mumbai Warehouse,Ahmedabad,1,5,TRUE,
10610,10610,XpressBees,Express,07-07-2024 01:00,09-07-2024,08-07-2024,Delivered,TRKPBU9FND91KON,154.76,2458,Mumbai Warehouse,Delhi,1,3,TRUE,
10611,10611,XpressBees,Standard,05-07-2024 08:00,10-07-2024,10-07-2024,Delivered,TRKKN1JRIC8S6R4,47.39,1114,Chennai Warehouse,Mumbai,1,5,TRUE,
10612,10612,DTDC,Next Day,05-07-2024 12:00,06-07-2024,08-07-2024,Delayed,TRK6R43ESV87ZJR,169.96,2027,Pune Warehouse,Mumbai,2,2,FALSE,Warehouse Delay
10613,10613,Ecom Express,Standard,05-07-2024 05:00,09-07-2024,09-07-2024,Delivered,TRK3DBOF4DN66AZ,50.72,1434,Bengaluru Warehouse,Hyderabad,1,5,TRUE,
10614,10614,Delhivery,Standard,07-07-2024 05:00,12-07-2024,11-07-2024,Delivered,TRKQE1KL24V5B9R,187.28,2079,Chennai Warehouse,Ahmedabad,2,2,TRUE,
10615,10615,XpressBees,Standard,07-07-2024 01:00,11-07-2024,,In Transit,TRKWNA2O7BOUYSU,225.33,1382,Mumbai Warehouse,Pune,0,,,
10616,10616,Blue Dart,Standard,05-07-2024 06:00,09-07-2024,,In Transit,TRKSIA7ZO9O12VB,224.57,385,Pune Warehouse,Hyderabad,0,,,
10617,10617,XpressBees,Express,07-07-2024 11:00,10-07-2024,,In Transit,TRK91NJZXKKCGLE,82.54,600,Kolkata Warehouse,Delhi,0,,,
10618,10618,Blue Dart,Standard,08-07-2024 10:00,12-07-2024,12-07-2024,Delivered,TRKH1SPAEZB40OF,79.29,1193,Bengaluru Warehouse,Delhi,1,3,TRUE,
10619,10619,DTDC,Express,06-07-2024 02:00,09-07-2024,08-07-2024,Delivered,TRKONL3H6Q73Z97,216.76,287,Chennai Warehouse,Delhi,2,3,TRUE,
10620,10620,Blue Dart,Standard,06-07-2024 03:00,12-07-2024,12-07-2024,Delivered,TRKF4MBG0OFF7XU,65.49,873,Bengaluru Warehouse,Chennai,2,4,TRUE,
10621,10621,Ecom Express,Standard,06-07-2024 03:00,13-07-2024,13-07-2024,Delivered,TRKPMBGTH7YHKL8,220.31,1908,Delhi Warehouse,Mumbai,1,4,TRUE,
10622,10622,Delhivery,Express,07-07-2024 06:00,09-07-2024,08-07-2024,Delivered,TRKL0NSFWCPU6WO,99.95,192,Mumbai Warehouse,Pune,1,5,TRUE,
10623,10623,Delhivery,Standard,07-07-2024 04:00,13-07-2024,13-07-2024,Delivered,TRK0VM2O5J5F4LE,222.39,1699,Pune Warehouse,Ahmedabad,1,5,TRUE,
10624,10624,Delhivery,Next Day,07-07-2024 03:00,08-07-2024,09-07-2024,Delivered,TRKKLCX5CPWTZXW,209.79,1103,Pune Warehouse,Jaipur,1,4,FALSE,
10625,10625,Ekart,Express,08-07-2024 09:00,10-07-2024,09-07-2024,Delivered,TRKTJHMAJ7P1A69,118.57,1452,Mumbai Warehouse,Lucknow,1,4,TRUE,
10626,10626,Ecom Express,Standard,08-07-2024 00:00,14-07-2024,14-07-2024,Delivered,TRK5EC0BNPAEE18,143.78,1640,Hyderabad Warehouse,Ahmedabad,3,5,TRUE,
10627,10627,Blue Dart,Next Day,08-07-2024 10:00,09-07-2024,09-07-2024,Delivered,TRK6MR1PAMCCHHU,198.8,1135,Hyderabad Warehouse,Ahmedabad,1,5,TRUE,
10628,10628,DTDC,Standard,06-07-2024 08:00,11-07-2024,11-07-2024,Delivered,TRKQOE0FRTSJ38D,225.9,1804,Delhi Warehouse,Hyderabad,1,5,TRUE,
10629,10629,Ekart,Standard,07-07-2024 06:00,11-07-2024,,In Transit,TRKA21RDCPAE5LX,103.53,1759,Pune Warehouse,Delhi,0,,,
10630,10630,Blue Dart,Express,07-07-2024 08:00,10-07-2024,,In Transit,TRK0JI8G8BS3ZO3,232.23,1322,Hyderabad Warehouse,Jaipur,0,,,
10631,10631,Delhivery,Standard,09-07-2024 01:00,15-07-2024,14-07-2024,Delivered,TRKDE78TELQY6W6,216.46,554,Mumbai Warehouse,Ahmedabad,1,5,TRUE,
10632,10632,DTDC,Standard,09-07-2024 05:00,14-07-2024,14-07-2024,Delivered,TRKTYSJWN2W0F6Q,134.96,2270,Kolkata Warehouse,Jaipur,1,5,TRUE,
10633,10633,Ekart,Standard,08-07-2024 03:00,15-07-2024,14-07-2024,Delivered,TRK07VNO0XEFTP2,152.15,1560,Mumbai Warehouse,Bengaluru,1,5,TRUE,
10634,10634,Blue Dart,Express,08-07-2024 08:00,11-07-2024,,In Transit,TRK7Z58UF9P6FLD,100.84,1769,Pune Warehouse,Jaipur,0,,,
10635,10635,Ecom Express,Standard,07-07-2024 12:00,14-07-2024,14-07-2024,Delivered,TRKYBZVZCBKWG3Y,208.41,2350,Chennai Warehouse,Lucknow,1,4,TRUE,
10636,10636,DTDC,Standard,07-07-2024 01:00,14-07-2024,14-07-2024,Delivered,TRK1D10O06QKHAK,105.06,1629,Hyderabad Warehouse,Pune,1,3,TRUE,
10637,10637,Ecom Express,Standard,09-07-2024 11:00,13-07-2024,13-07-2024,Delivered,TRKRH2Z5LWLYV6M,66.68,363,Delhi Warehouse,Pune,1,5,TRUE,
10638,10638,Ecom Express,Standard,08-07-2024 03:00,15-07-2024,16-07-2024,Delivered,TRKPDXIHXZM79V9,118.66,1149,Pune Warehouse,Chennai,1,5,FALSE,
10639,10639,Ecom Express,Standard,07-07-2024 00:00,11-07-2024,12-07-2024,Delivered,TRKLUXBW0369WX3,126.07,916,Mumbai Warehouse,Lucknow,1,3,FALSE,
10640,10640,Ekart,Standard,09-07-2024 11:00,13-07-2024,,In Transit,TRKP5TN7TF4U6TV,54.64,2094,Mumbai Warehouse,Kolkata,0,,,
10641,10641,Ecom Express,Standard,09-07-2024 03:00,14-07-2024,13-07-2024,Delivered,TRK1RQGSR4K857I,160.42,1235,Delhi Warehouse,Jaipur,1,5,TRUE,
10642,10642,Delhivery,Standard,08-07-2024 00:00,15-07-2024,14-07-2024,Delivered,TRKDU2G6BLVERXX,107.46,1228,Pune Warehouse,Hyderabad,1,5,TRUE,
10643,10643,Blue Dart,Express,09-07-2024 07:00,11-07-2024,11-07-2024,Delivered,TRK05C6R2LZR57T,55.47,807,Chennai Warehouse,Pune,1,5,TRUE,
10644,10644,XpressBees,Standard,09-07-2024 01:00,13-07-2024,13-07-2024,Delivered,TRKJG9FCSWNLCZ3,196.56,2212,Pune Warehouse,Jaipur,1,5,TRUE,
10645,10645,Ekart,Express,07-07-2024 08:00,09-07-2024,10-07-2024,Delivered,TRK0I29JHPOTWD5,201.11,1540,Delhi Warehouse,Lucknow,1,5,FALSE,
10646,10646,XpressBees,Standard,09-07-2024 10:00,14-07-2024,14-07-2024,Delivered,TRKTJQ5D62IA1FP,166.35,310,Chennai Warehouse,Pune,1,4,TRUE,
10647,10647,Ecom Express,Express,09-07-2024 07:00,11-07-2024,10-07-2024,Delivered,TRKUTKAYLZVVGXL,122.69,1037,Hyderabad Warehouse,Mumbai,1,1,TRUE,
10648,10648,XpressBees,Same Day,07-07-2024 01:00,07-07-2024,07-07-2024,Delivered,TRK1FO4L8Y9HMQ3,53.71,1169,Hyderabad Warehouse,Bengaluru,1,5,TRUE,
10649,10649,XpressBees,Standard,09-07-2024 10:00,16-07-2024,17-07-2024,Delivered,TRKH1DQGKYQN0RA,79.5,200,Chennai Warehouse,Hyderabad,1,4,FALSE,
10650,10650,Delhivery,Standard,08-07-2024 12:00,14-07-2024,,In Transit,TRK44N431H9DMW8,228.96,1769,Kolkata Warehouse,Ahmedabad,0,,,
10651,10651,DTDC,Standard,09-07-2024 02:00,13-07-2024,13-07-2024,Delivered,TRKD836VHDXJO3W,186.23,1576,Hyderabad Warehouse,Jaipur,1,5,TRUE,
10652,10652,XpressBees,Express,10-07-2024 06:00,12-07-2024,12-07-2024,Delivered,TRK671P9K4IFVOM,83.76,1886,Hyderabad Warehouse,Mumbai,1,5,TRUE,
10653,10653,DTDC,Standard,09-07-2024 02:00,13-07-2024,12-07-2024,Delivered,TRKZX0IJ3ZX6CDL,192.9,83,Hyderabad Warehouse,Lucknow,1,4,TRUE,
10654,10654,Delhivery,Standard,09-07-2024 08:00,13-07-2024,12-07-2024,Delivered,TRKWZTKKXEKBGRG,205.86,2455,Delhi Warehouse,Bengaluru,1,4,TRUE,
10655,10655,DTDC,Standard,10-07-2024 11:00,15-07-2024,15-07-2024,Delivered,TRKZJHDZ8IUF94H,207.76,2341,Kolkata Warehouse,Pune,1,5,TRUE,
10656,10656,Ecom Express,Standard,08-07-2024 04:00,14-07-2024,13-07-2024,Delivered,TRKGJNGFLWM4SHF,98.76,2219,Ahmedabad Warehouse,Delhi,1,5,TRUE,
10657,10657,DTDC,Standard,10-07-2024 11:00,14-07-2024,15-07-2024,Delivered,TRKWTFTRAXI878L,85.14,1607,Kolkata Warehouse,Bengaluru,1,5,FALSE,
10658,10658,Ekart,Standard,09-07-2024 02:00,14-07-2024,13-07-2024,Delivered,TRKSEU6H8ZM51IZ,231.44,2448,Ahmedabad Warehouse,Chennai,1,5,TRUE,
10659,10659,Blue Dart,Standard,10-07-2024 09:00,17-07-2024,17-07-2024,Delivered,TRKV5E4Z4RXPNWS,111.14,1441,Ahmedabad Warehouse,Chennai,1,5,TRUE,
10660,10660,Ecom Express,Standard,09-07-2024 04:00,15-07-2024,16-07-2024,Delivered,TRKNY1SCP99VG30,209.88,754,Mumbai Warehouse,Hyderabad,2,2,FALSE,
10661,10661,Ekart,Standard,10-07-2024 11:00,16-07-2024,16-07-2024,Delivered,TRKKRWAAN1BJ5O2,127.07,1151,Pune Warehouse,Kolkata,2,3,TRUE,
10662,10662,Delhivery,Standard,08-07-2024 07:00,12-07-2024,12-07-2024,Delivered,TRKGQYB4T4DS39P,149.96,201,Delhi Warehouse,Jaipur,1,5,TRUE,
10663,10663,Blue Dart,Next Day,09-07-2024 03:00,10-07-2024,11-07-2024,Delivered,TRK3LLSF2GUM5XD,164.39,1315,Kolkata Warehouse,Hyderabad,1,5,FALSE,
10664,10664,Ecom Express,Standard,08-07-2024 09:00,14-07-2024,14-07-2024,Delivered,TRKAGO0VXK2KUGB,70.48,1855,Kolkata Warehouse,Delhi,1,5,TRUE,
10665,10665,XpressBees,Next Day,09-07-2024 11:00,10-07-2024,,In Transit,TRKWJGLYQFH93XQ,245.2,1372,Chennai Warehouse,Hyderabad,0,,,
10666,10666,Ekart,Standard,09-07-2024 02:00,16-07-2024,17-07-2024,Delivered,TRK1IDKJYG0SW6Z,146.52,1319,Hyderabad Warehouse,Hyderabad,1,4,FALSE,
10667,10667,Ecom Express,Standard,09-07-2024 03:00,15-07-2024,16-07-2024,Delivered,TRKUJWMQPSTYTMA,87.3,467,Kolkata Warehouse,Lucknow,1,4,FALSE,
10668,10668,Blue Dart,Standard,11-07-2024 12:00,16-07-2024,20-07-2024,Delayed,TRKZ35PKS2LXZQH,142.68,1811,Bengaluru Warehouse,Hyderabad,1,4,FALSE,Customer Unavailable
10669,10669,Delhivery,Standard,11-07-2024 02:00,18-07-2024,18-07-2024,Delivered,TRKYG54WGR15ENS,141.61,1763,Bengaluru Warehouse,Pune,1,4,TRUE,
10670,10670,XpressBees,Standard,11-07-2024 07:00,15-07-2024,15-07-2024,Delivered,TRKY5NZWK47UUWR,247.59,1796,Delhi Warehouse,Hyderabad,1,5,TRUE,
10671,10671,Ecom Express,Standard,10-07-2024 02:00,15-07-2024,15-07-2024,Delivered,TRKDQP2NHT25B00,112.07,1684,Delhi Warehouse,Lucknow,1,5,TRUE,
10672,10672,XpressBees,Express,11-07-2024 04:00,14-07-2024,15-07-2024,Delivered,TRK5XUSPQUWTYBZ,249.22,347,Hyderabad Warehouse,Hyderabad,1,4,FALSE,
10673,10673,Delhivery,Standard,09-07-2024 02:00,13-07-2024,14-07-2024,Delivered,TRKIXW5Z6U2DPOB,200.83,560,Delhi Warehouse,Delhi,1,4,FALSE,
10674,10674,DTDC,Same Day,11-07-2024 03:00,11-07-2024,11-07-2024,Delivered,TRKD5JD4DXH0VQI,73.53,783,Delhi Warehouse,Bengaluru,1,4,TRUE,
10675,10675,Ekart,Express,11-07-2024 04:00,13-07-2024,13-07-2024,Delivered,TRK1JHDKJJ1ZL6G,223.65,2117,Ahmedabad Warehouse,Hyderabad,1,5,TRUE,
10676,10676,XpressBees,Standard,09-07-2024 10:00,13-07-2024,14-07-2024,Delivered,TRKXIZTNHBR80L2,46.45,406,Pune Warehouse,Kolkata,1,5,FALSE,
10677,10677,Ekart,Standard,11-07-2024 07:00,15-07-2024,16-07-2024,Delivered,TRKRK61TDJBQ5PF,68.34,754,Chennai Warehouse,Delhi,1,5,FALSE,
10678,10678,DTDC,Standard,11-07-2024 02:00,15-07-2024,14-07-2024,Delivered,TRKO0E26SD3SW9K,163.45,2181,Mumbai Warehouse,Lucknow,1,5,TRUE,
10679,10679,Delhivery,Express,10-07-2024 02:00,12-07-2024,12-07-2024,Delivered,TRKDJH64TBXIE79,211.82,349,Ahmedabad Warehouse,Lucknow,1,5,TRUE,
10680,10680,XpressBees,Express,10-07-2024 09:00,12-07-2024,13-07-2024,Delivered,TRK65E7PW90GTGB,180.54,207,Ahmedabad Warehouse,Chennai,1,4,FALSE,
10681,10681,Ecom Express,Standard,11-07-2024 09:00,18-07-2024,18-07-2024,Delivered,TRK9O4VE0X6XBOX,40.59,576,Kolkata Warehouse,Pune,1,5,TRUE,
10682,10682,Ecom Express,Express,09-07-2024 07:00,11-07-2024,11-07-2024,Delivered,TRKEMS3QREKIAGL,136.02,375,Mumbai Warehouse,Bengaluru,1,4,TRUE,
10683,10683,DTDC,Next Day,09-07-2024 08:00,10-07-2024,10-07-2024,Delivered,TRKHJSO0NSCANXH,77.98,1206,Delhi Warehouse,Bengaluru,1,5,TRUE,
10684,10684,Ekart,Standard,09-07-2024 11:00,13-07-2024,13-07-2024,Delivered,TRKF2SJ4TYV1UAO,154.52,290,Bengaluru Warehouse,Kolkata,1,4,TRUE,
10685,10685,Ecom Express,Standard,11-07-2024 03:00,15-07-2024,16-07-2024,Delivered,TRK0OZN1SK6EBPQ,74.06,121,Pune Warehouse,Pune,1,3,FALSE,
10686,10686,XpressBees,Same Day,11-07-2024 11:00,11-07-2024,10-07-2024,Delivered,TRKRH07H8TXZY50,122.68,343,Mumbai Warehouse,Lucknow,1,5,TRUE,
10687,10687,Ekart,Express,12-07-2024 09:00,14-07-2024,,In Transit,TRKMRSH3U2IUJ6R,180.44,486,Chennai Warehouse,Kolkata,0,,,
10688,10688,Delhivery,Same Day,12-07-2024 00:00,12-07-2024,12-07-2024,Delivered,TRKEY6ULKMYF0R4,175.02,1199,Kolkata Warehouse,Delhi,2,5,TRUE,
10689,10689,DTDC,Standard,10-07-2024 05:00,15-07-2024,15-07-2024,Delivered,TRKXAC3MJJBAFS6,120.34,94,Ahmedabad Warehouse,Pune,1,4,TRUE,
10690,10690,XpressBees,Standard,10-07-2024 04:00,14-07-2024,13-07-2024,Delivered,TRKNTYZK4FM6NGM,210.29,445,Delhi Warehouse,Lucknow,1,5,TRUE,
10691,10691,DTDC,Express,11-07-2024 01:00,13-07-2024,14-07-2024,Delivered,TRKSEUEK0NZND13,99.72,1000,Pune Warehouse,Delhi,2,5,FALSE,
10692,10692,Ecom Express,Standard,12-07-2024 08:00,18-07-2024,18-07-2024,Delivered,TRK31LJ69WR7IYI,82.41,158,Delhi Warehouse,Jaipur,1,4,TRUE,
10693,10693,DTDC,Standard,11-07-2024 01:00,15-07-2024,16-07-2024,Delivered,TRKDK7D6T4EMCZT,150.9,773,Bengaluru Warehouse,Pune,1,5,FALSE,
10694,10694,Ecom Express,Standard,11-07-2024 06:00,16-07-2024,16-07-2024,Delivered,TRKBOVLKV91PELY,42.37,2473,Delhi Warehouse,Ahmedabad,1,5,TRUE,
10695,10695,DTDC,Standard,10-07-2024 11:00,14-07-2024,13-07-2024,Delivered,TRKIFTNP8HIUU6U,195.05,2147,Kolkata Warehouse,Ahmedabad,3,4,TRUE,
10696,10696,DTDC,Standard,10-07-2024 06:00,16-07-2024,16-07-2024,Delivered,TRKFKKY9IV1B199,83.95,1758,Delhi Warehouse,Chennai,1,3,TRUE,
10697,10697,Blue Dart,Standard,12-07-2024 00:00,18-07-2024,18-07-2024,Delivered,TRKG1NA25U4J1NM,180.49,113,Kolkata Warehouse,Chennai,1,3,TRUE,
10698,10698,Delhivery,Standard,11-07-2024 05:00,17-07-2024,19-07-2024,Delayed,TRK1OPPRG2AYY08,221.25,376,Chennai Warehouse,Jaipur,1,3,FALSE,Weather
10699,10699,XpressBees,Standard,11-07-2024 09:00,15-07-2024,14-07-2024,Delivered,TRKKTGJXLQY6OGF,192.21,749,Ahmedabad Warehouse,Lucknow,1,5,TRUE,
10700,10700,Delhivery,Standard,11-07-2024 03:00,16-07-2024,16-07-2024,Delivered,TRKTIK7STNJQ325,214.91,1480,Bengaluru Warehouse,Kolkata,1,5,TRUE,
10701,10701,Blue Dart,Express,12-07-2024 03:00,14-07-2024,15-07-2024,Delivered,TRKE2VOGTSY67S8,87.13,2420,Pune Warehouse,Pune,1,5,FALSE,
10702,10702,Ekart,Express,13-07-2024 07:00,16-07-2024,15-07-2024,Delivered,TRKDTI3SMK2YZWU,175.67,2219,Mumbai Warehouse,Ahmedabad,1,4,TRUE,
10703,10703,Blue Dart,Express,11-07-2024 03:00,14-07-2024,14-07-2024,Delivered,TRKH9WPERYSXYY2,191.44,906,Hyderabad Warehouse,Pune,1,5,TRUE,
10704,10704,XpressBees,Standard,11-07-2024 00:00,18-07-2024,19-07-2024,Delivered,TRK4J1K4RQICL9K,101.07,920,Chennai Warehouse,Lucknow,1,5,FALSE,
10705,10705,Ecom Express,Next Day,13-07-2024 08:00,14-07-2024,14-07-2024,Delivered,TRKMY2KN3IKSD6S,163.66,594,Mumbai Warehouse,Bengaluru,2,2,TRUE,
10706,10706,Ekart,Standard,12-07-2024 11:00,17-07-2024,18-07-2024,Delivered,TRKLWSG8QLKOPLQ,87.44,1644,Ahmedabad Warehouse,Mumbai,1,4,FALSE,
10707,10707,XpressBees,Standard,12-07-2024 11:00,19-07-2024,19-07-2024,Delivered,TRKRVD617VXR4FK,160.05,1511,Pune Warehouse,Mumbai,1,5,TRUE,
10708,10708,Ecom Express,Express,12-07-2024 11:00,15-07-2024,15-07-2024,Delivered,TRK7C74EPFG4VBE,43.27,317,Ahmedabad Warehouse,Bengaluru,1,5,TRUE,
10709,10709,XpressBees,Express,12-07-2024 00:00,14-07-2024,15-07-2024,Delivered,TRK76H9UMN48YD7,88.66,1227,Ahmedabad Warehouse,Lucknow,1,3,FALSE,
10710,10710,XpressBees,Standard,11-07-2024 05:00,16-07-2024,16-07-2024,Delivered,TRKXBZ5FUWKUDWI,109.65,60,Mumbai Warehouse,Pune,1,5,TRUE,
10711,10711,Blue Dart,Standard,12-07-2024 03:00,16-07-2024,17-07-2024,Delivered,TRK1SP48LRMQSSI,194.33,2276,Bengaluru Warehouse,Jaipur,1,5,FALSE,
10712,10712,DTDC,Express,12-07-2024 01:00,14-07-2024,14-07-2024,Delivered,TRKF97OKPG9GZUR,240.6,1947,Pune Warehouse,Jaipur,1,4,TRUE,
10713,10713,DTDC,Same Day,12-07-2024 00:00,12-07-2024,14-07-2024,Returned,TRK2KM6SRC74ZOQ,47.95,236,Delhi Warehouse,Jaipur,3,3,,
10714,10714,XpressBees,Standard,12-07-2024 07:00,19-07-2024,19-07-2024,Delivered,TRK97OUDC9CIL6I,60.16,1609,Mumbai Warehouse,Mumbai,1,4,TRUE,
10715,10715,Ekart,Express,11-07-2024 03:00,14-07-2024,15-07-2024,Delivered,TRKRSME4X7DS14E,97.58,661,Kolkata Warehouse,Delhi,2,4,FALSE,
10716,10716,Delhivery,Standard,11-07-2024 07:00,17-07-2024,16-07-2024,Delivered,TRKH6YQRL9JNSNS,244.81,279,Delhi Warehouse,Bengaluru,1,4,TRUE,
10717,10717,Ekart,Standard,11-07-2024 05:00,17-07-2024,17-07-2024,Delivered,TRKCQPL7BX7ZK8R,192.08,1293,Mumbai Warehouse,Bengaluru,1,5,TRUE,
10718,10718,DTDC,Standard,12-07-2024 12:00,16-07-2024,17-07-2024,Delivered,TRKMOUHZ130XHIM,243.68,395,Delhi Warehouse,Bengaluru,1,5,FALSE,
10719,10719,Ecom Express,Standard,13-07-2024 06:00,17-07-2024,17-07-2024,Delivered,TRKZJ17WIH4KO41,171.13,379,Mumbai Warehouse,Kolkata,1,3,TRUE,
10720,10720,Delhivery,Express,11-07-2024 06:00,14-07-2024,14-07-2024,Delivered,TRKH9DFHFVAHZKB,246.79,436,Pune Warehouse,Delhi,1,4,TRUE,
10721,10721,Delhivery,Standard,12-07-2024 10:00,19-07-2024,18-07-2024,Delivered,TRKVD09NM87JQVG,140.35,225,Kolkata Warehouse,Ahmedabad,1,5,TRUE,
10722,10722,DTDC,Standard,12-07-2024 07:00,17-07-2024,17-07-2024,Delivered,TRKYOCMK3W5RHUK,221.35,2484,Ahmedabad Warehouse,Pune,1,5,TRUE,
10723,10723,Ekart,Standard,12-07-2024 11:00,16-07-2024,16-07-2024,Delivered,TRKXNYTE13IS4G4,68.89,454,Delhi Warehouse,Pune,2,5,TRUE,
10724,10724,Ecom Express,Express,12-07-2024 05:00,14-07-2024,15-07-2024,Delivered,TRK6U8KYTG6QMVR,208.5,1208,Mumbai Warehouse,Chennai,2,2,FALSE,
10725,10725,DTDC,Standard,13-07-2024 04:00,19-07-2024,,In Transit,TRK2YZSRC7LCP82,219.71,384,Ahmedabad Warehouse,Delhi,0,,,
10726,10726,XpressBees,Standard,13-07-2024 08:00,17-07-2024,17-07-2024,Delivered,TRK2EKCWEDU6V9R,57.85,2401,Hyderabad Warehouse,Mumbai,1,5,TRUE,
10727,10727,XpressBees,Standard,13-07-2024 06:00,17-07-2024,16-07-2024,Delivered,TRKW0KQG5ZUD2T5,60.54,1249,Mumbai Warehouse,Mumbai,1,4,TRUE,
10728,10728,Delhivery,Standard,14-07-2024 08:00,19-07-2024,19-07-2024,Delivered,TRKS4K47JUMOZN8,142.55,1009,Mumbai Warehouse,Mumbai,2,4,TRUE,
10729,10729,Ekart,Next Day,14-07-2024 04:00,15-07-2024,15-07-2024,Delivered,TRKO3WEXQOVQQKE,233.58,1164,Ahmedabad Warehouse,Kolkata,1,4,TRUE,
10730,10730,XpressBees,Standard,13-07-2024 02:00,19-07-2024,19-07-2024,Delivered,TRKFEOV5HVXBPQP,105.61,2015,Bengaluru Warehouse,Delhi,3,5,TRUE,
10731,10731,Ecom Express,Express,14-07-2024 00:00,17-07-2024,17-07-2024,Delivered,TRKOYY90PE67IMB,122.36,1328,Hyderabad Warehouse,Delhi,1,4,TRUE,
10732,10732,DTDC,Express,13-07-2024 02:00,15-07-2024,15-07-2024,Delivered,TRK57QQDG5WX25J,75.54,990,Mumbai Warehouse,Chennai,2,5,TRUE,
10733,10733,Ecom Express,Standard,12-07-2024 12:00,17-07-2024,18-07-2024,Delivered,TRKGJTM4BIKVFYR,158.95,522,Hyderabad Warehouse,Pune,1,5,FALSE,
10734,10734,XpressBees,Standard,13-07-2024 11:00,19-07-2024,19-07-2024,Delivered,TRK7M0M3GI80GOJ,120.51,275,Ahmedabad Warehouse,Delhi,1,5,TRUE,
10735,10735,XpressBees,Express,14-07-2024 02:00,17-07-2024,17-07-2024,Delivered,TRKGOSS27MWNCNS,89.31,1503,Delhi Warehouse,Chennai,1,5,TRUE,
10736,10736,XpressBees,Standard,14-07-2024 01:00,21-07-2024,21-07-2024,Delivered,TRKHK0TBGJWUY1D,216.19,2048,Ahmedabad Warehouse,Mumbai,1,5,TRUE,
10737,10737,XpressBees,Next Day,14-07-2024 05:00,15-07-2024,16-07-2024,Delivered,TRKK3039VATG55K,180.41,1829,Hyderabad Warehouse,Pune,1,5,FALSE,
10738,10738,Ecom Express,Standard,13-07-2024 12:00,17-07-2024,16-07-2024,Delivered,TRKO4AG84N74F05,183.93,1447,Kolkata Warehouse,Kolkata,1,5,TRUE,
10739,10739,DTDC,Next Day,13-07-2024 00:00,14-07-2024,14-07-2024,Delivered,TRKIBDHBNJ1DYJ5,164.17,1604,Kolkata Warehouse,Chennai,1,4,TRUE,
10740,10740,Blue Dart,Express,14-07-2024 07:00,17-07-2024,16-07-2024,Delivered,TRKFJLZ0H63SM2M,130.82,1772,Ahmedabad Warehouse,Pune,1,5,TRUE,
10741,10741,Blue Dart,Next Day,13-07-2024 09:00,14-07-2024,14-07-2024,Delivered,TRK6QP8ZZU5URI4,145.68,2014,Bengaluru Warehouse,Bengaluru,1,5,TRUE,
10742,10742,Ecom Express,Next Day,13-07-2024 03:00,14-07-2024,14-07-2024,Delivered,TRKGCYEFPQWWFW3,119.45,169,Bengaluru Warehouse,Ahmedabad,1,5,TRUE,
10743,10743,Blue Dart,Standard,14-07-2024 00:00,18-07-2024,21-07-2024,Delayed,TRK9TPDJIOS48QQ,65.58,1380,Pune Warehouse,Kolkata,1,2,FALSE,Customer Unavailable
10744,10744,XpressBees,Standard,12-07-2024 03:00,17-07-2024,17-07-2024,Delivered,TRKXB399T16STMC,158.66,662,Bengaluru Warehouse,Ahmedabad,1,5,TRUE,
10745,10745,Delhivery,Standard,14-07-2024 10:00,18-07-2024,18-07-2024,Delivered,TRKUU72DSUYXJNC,183.93,350,Hyderabad Warehouse,Lucknow,1,5,TRUE,
10746,10746,Ecom Express,Express,13-07-2024 08:00,16-07-2024,,In Transit,TRKDG4MCVRA71MN,49.28,2373,Kolkata Warehouse,Lucknow,0,,,
10747,10747,Ekart,Express,14-07-2024 00:00,16-07-2024,16-07-2024,Delivered,TRKYQCTM5DQ3KPS,216.04,2327,Ahmedabad Warehouse,Lucknow,1,5,TRUE,
10748,10748,Blue Dart,Express,13-07-2024 05:00,15-07-2024,15-07-2024,Delivered,TRKCWVJYNAORI5P,41.53,2408,Ahmedabad Warehouse,Kolkata,2,5,TRUE,
10749,10749,Delhivery,Standard,15-07-2024 00:00,20-07-2024,20-07-2024,Delivered,TRKWYOV0BU88FXM,72.98,580,Chennai Warehouse,Delhi,1,5,TRUE,
10750,10750,Ecom Express,Standard,14-07-2024 00:00,19-07-2024,22-07-2024,Delayed,TRKYESDVSBOV3LH,248.44,1558,Kolkata Warehouse,Kolkata,3,4,FALSE,Courier Issue
10751,10751,XpressBees,Standard,14-07-2024 02:00,18-07-2024,19-07-2024,Delivered,TRKO22K60B7PDWW,85.77,2442,Chennai Warehouse,Mumbai,1,4,FALSE,
10752,10752,Blue Dart,Standard,15-07-2024 09:00,21-07-2024,22-07-2024,Delivered,TRKD5RCKCTRQLN0,105.86,1696,Bengaluru Warehouse,Kolkata,1,5,FALSE,
10753,10753,Ecom Express,Standard,13-07-2024 02:00,20-07-2024,21-07-2024,Delivered,TRKGUTNZZH7QSTZ,79.01,670,Hyderabad Warehouse,Bengaluru,1,5,FALSE,
10754,10754,DTDC,Next Day,15-07-2024 08:00,16-07-2024,17-07-2024,Delivered,TRKI6EQMH1K1075,230.62,848,Hyderabad Warehouse,Jaipur,1,4,FALSE,
10755,10755,Ecom Express,Standard,15-07-2024 06:00,22-07-2024,22-07-2024,Delivered,TRK7UXJAWSYTEDM,135.4,2388,Ahmedabad Warehouse,Lucknow,3,5,TRUE,
